name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine
maruti sx4 s cross 2015-2017 ddis 200 alpha,2016,620000,28180,diesel,dealer,manual,first owner,23.65,1248.0
tata harrier xz bsiv,2019,1700000,15000,diesel,individual,manual,first owner,17.0,1956.0
datsun go plus t vdc,2019,590000,4000,petrol,individual,manual,first owner,19.72,1198.0
maruti ritz vdi,2014,370000,30000,diesel,individual,manual,first owner,23.2,1248.0
maruti swift vxi,2013,350000,15000,petrol,individual,manual,first owner,18.6,1197.0
maruti baleno alpha 1.2,2017,580000,20000,petrol,individual,manual,first owner,21.4,1197.0
hyundai grand i10 1.2 kappa sportz bsiv,2018,450000,56000,petrol,individual,manual,first owner,18.9,1197.0
hyundai i20 active 1.2 s,2017,600000,19000,petrol,individual,manual,first owner,17.19,1197.0
ford endeavour 2.2 titanium at 4x2,2016,2400000,30000,diesel,individual,automatic,first owner,12.62,2198.0
hyundai i20 1.2 magna executive,2017,450000,70000,petrol,individual,manual,first owner,18.6,1197.0
tata indigo cs lx (tdi) bs iii,2009,150000,30000,diesel,individual,manual,first owner,19.09,1396.0
maruti eeco 5 seater ac bsiv,2019,400000,15000,petrol,individual,manual,first owner,15.37,1196.0
maruti alto 800 lxi,2013,185000,85000,petrol,individual,manual,first owner,22.74,796.0
maruti swift amt vxi,2018,625000,50000,petrol,individual,automatic,first owner,22.0,1197.0
hyundai i20 active sx petrol,2019,700000,20000,petrol,individual,manual,first owner,17.19,1197.0
maruti wagon r vxi optional,2017,390000,25000,petrol,individual,manual,first owner,20.51,998.0
tata nexon 1.2 revotron xm,2018,625000,25000,petrol,individual,manual,first owner,17.0,1198.0
maruti swift dzire vxi,2014,400000,50000,petrol,individual,manual,first owner,19.1,1197.0
hyundai i20 1.4 crdi asta,2011,380000,150000,diesel,individual,manual,fourth & above owner,23.0,1396.0
toyota corolla altis 1.8 vl at,2009,400000,90000,petrol,individual,automatic,first owner,14.53,1794.0
tata zest revotron 1.2t xms,2019,620000,100000,petrol,individual,manual,first owner,17.57,1193.0
ford fiesta classic 1.4 sxi duratorq,2008,190000,180000,diesel,individual,manual,second owner,17.8,1399.0
maruti alto 800 lxi,2013,210000,50000,petrol,individual,manual,second owner,22.74,796.0
maruti ritz vdi,2012,270000,80000,diesel,individual,manual,third owner,23.2,1248.0
maruti zen std,1999,45000,100000,petrol,individual,manual,third owner,17.3,993.0
hyundai eon d lite plus,2014,220000,93000,petrol,individual,manual,second owner,21.1,814.0
mahindra bolero 2011-2019 di - ac bs iii,2014,550000,11500,diesel,individual,manual,first owner,15.96,2523.0
hyundai i20 asta 1.2,2013,370000,120000,petrol,individual,manual,first owner,18.5,1197.0
hyundai santro xing xg at erlx euro ii,2006,95000,100000,petrol,individual,automatic,second owner,19.462816502829906,1430.789693178433
mahindra xylo d2 maxx,2015,650000,50000,diesel,individual,manual,first owner,14.95,2489.0
honda city v mt,2012,550000,120000,petrol,individual,manual,first owner,16.8,1497.0
ford fiesta 1.4 sxi tdci abs,2010,225000,100000,diesel,individual,manual,second owner,17.8,1399.0
maruti 800 std,2004,40000,57000,petrol,individual,manual,second owner,16.1,796.0
hyundai eon era plus,2016,280000,60000,petrol,individual,manual,first owner,21.1,814.0
ford figo aspire 1.5 ti-vct titanium,2017,570000,44077,petrol,dealer,automatic,first owner,17.01,1499.0
maruti alto 800 lxi,2017,290000,90000,petrol,individual,manual,second owner,24.7,796.0
hyundai i20 active 1.4 s,2018,720000,50000,diesel,individual,manual,second owner,21.19,1396.0
ford ecosport 1.5 tdci trend plus bsiv,2017,800000,60000,diesel,individual,manual,first owner,22.77,1498.0
hyundai i10 era,2012,265000,20000,petrol,individual,manual,third owner,19.81,1086.0
maruti alto lx bsiii,2010,135000,90000,petrol,individual,manual,third owner,19.7,796.0
ford figo 1.5d ambiente mt,2016,350000,70000,diesel,individual,manual,second owner,25.83,1498.0
maruti swift 1.3 vxi,2008,200000,80000,petrol,individual,manual,second owner,19.462816502829906,1430.789693178433
chevrolet enjoy 1.3 tcdi ls 8,2016,490000,80000,diesel,individual,manual,first owner,18.2,1248.0
hyundai verna 1.6 sx,2012,450000,72000,diesel,individual,manual,second owner,22.32,1582.0
mahindra scorpio 1.99 s8,2016,950000,50000,diesel,individual,manual,first owner,15.4,1997.0
maruti swift dzire zxi,2012,355000,90000,petrol,individual,manual,second owner,17.5,1298.0
hyundai elite i20 petrol asta,2019,700000,17000,petrol,individual,manual,first owner,18.6,1197.0
mahindra scorpio vlx 2wd bsiii,2012,459999,70000,diesel,individual,manual,first owner,12.05,2179.0
volkswagen polo diesel highline 1.2l,2012,350000,74000,diesel,individual,manual,second owner,22.07,1199.0
maruti alto lx bsiii,2006,85000,60000,petrol,individual,manual,second owner,19.7,796.0
maruti alto 800 lx,2016,290000,15000,petrol,individual,manual,first owner,22.74,796.0
honda wr-v i-dtec vx,2019,1000000,72000,diesel,individual,manual,first owner,25.5,1498.0
tata indica v2 lsi,2008,85000,25000,petrol,individual,manual,second owner,16.84,1193.0
maruti alto lxi,2003,65000,114000,petrol,individual,manual,first owner,19.7,796.0
honda city 1.5 exi,2005,75000,120000,petrol,individual,manual,first owner,13.0,1493.0
skoda octavia ambiente 1.9 tdi mt,2003,100000,250000,diesel,individual,manual,second owner,18.7,1896.0
tata indica vista terra 1.4 tdi,2009,170000,55768,diesel,individual,manual,first owner,17.0,1405.0
hyundai grand i10 1.2 kappa magna at,2017,525000,40000,petrol,individual,automatic,first owner,18.9,1197.0
maruti wagon r lxi,2020,265000,70000,petrol,individual,manual,second owner,21.79,998.0
tata tigor 1.2 revotron xz,2018,459999,50000,petrol,individual,manual,first owner,20.3,1199.0
maruti alto k10 vxi,2017,250000,20000,petrol,individual,manual,first owner,23.95,998.0
maruti swift dzire vdi,2013,395000,70000,diesel,individual,manual,second owner,23.4,1248.0
hyundai grand i10 asta option,2014,375000,60000,petrol,individual,manual,first owner,18.9,1197.0
tata indica vista aqua 1.4 tdi,2009,120000,120000,diesel,individual,manual,first owner,17.0,1405.0
maruti ritz vdi,2011,290000,110000,diesel,individual,manual,second owner,21.1,1248.0
tata tiago 1.2 revotron xz,2017,409999,60000,petrol,individual,manual,first owner,23.84,1199.0
chevrolet spark 1.0 lt option pack w/ airbag,2009,200000,30000,petrol,individual,manual,first owner,16.5,995.0
skoda rapid 1.5 tdi ambition bsiv,2018,900000,35000,diesel,individual,manual,first owner,21.13,1498.0
maruti 800 std,2003,50000,50000,petrol,individual,manual,third owner,16.1,796.0
renault duster 110ps diesel rxz,2012,450000,100000,diesel,individual,manual,first owner,19.01,1461.0
mahindra xuv500 w8 4wd,2012,650000,80000,diesel,individual,manual,third owner,15.1,2179.0
volkswagen crosspolo 1.5 tdi,2014,300000,84000,diesel,individual,manual,second owner,20.14,1498.0
ford fiesta 1.5 tdci ambiente,2014,425000,60000,diesel,individual,manual,first owner,25.01,1498.0
maruti zen vxi,1998,55000,50000,petrol,individual,manual,second owner,17.3,993.0
hyundai i10 magna 1.2 itech se,2011,200000,60000,petrol,individual,manual,second owner,20.36,1197.0
mahindra xuv500 w10 2wd,2015,975000,100000,diesel,individual,manual,first owner,16.0,2179.0
mahindra bolero 2011-2019 slx,2013,450000,70000,diesel,individual,manual,first owner,15.96,2523.0
mahindra bolero 2011-2019 zlx,2014,600000,82500,diesel,individual,manual,second owner,15.96,2523.0
mahindra bolero 2011-2019 plus ac,2014,550000,76000,diesel,individual,manual,first owner,15.96,2523.0
tata indica vista terra quadrajet 1.3l bs iv,2011,180000,87000,diesel,individual,manual,first owner,18.0,1248.0
mahindra xylo e4,2010,300000,120000,diesel,individual,manual,first owner,14.0,2498.0
tata zest revotron 1.2t xm,2016,350000,70000,petrol,individual,manual,second owner,17.57,1193.0
maruti swift dzire vdi,2014,465000,90000,diesel,individual,manual,first owner,23.4,1248.0
tata manza aura (abs) quadrajet bs iv,2010,200000,188000,diesel,individual,manual,second owner,21.12,1248.0
chevrolet enjoy tcdi ls 8 seater,2014,350000,120000,diesel,individual,manual,second owner,18.2,1248.0
honda city i vtec v,2015,650000,80000,petrol,individual,manual,first owner,17.4,1497.0
hyundai i10 magna,2010,150000,123278,petrol,individual,manual,second owner,20.36,1197.0
honda city i dtec v,2014,560000,100000,diesel,individual,manual,second owner,26.0,1498.0
hyundai i20 active 1.4 sx with avn,2015,625000,90000,diesel,individual,manual,first owner,21.19,1396.0
ford figo diesel titanium,2012,220000,110000,diesel,individual,manual,first owner,20.0,1399.0
ford figo diesel celebration edition,2013,250000,110000,diesel,individual,manual,first owner,20.0,1399.0
tata zest quadrajet 1.3 xt,2018,575000,70000,diesel,individual,manual,first owner,20.65,1248.0
mahindra xuv500 w8 awd,2015,1050000,65000,diesel,individual,manual,first owner,15.1,2179.0
jaguar xf 2.2 litre luxury,2015,3000000,70000,diesel,individual,automatic,second owner,16.36,2179.0
tata new safari dicor 2.2 lx 4x2,2012,200000,90000,diesel,individual,manual,third owner,11.57,2179.0
maruti alto 800 vxi,2016,262000,50000,petrol,individual,manual,first owner,22.74,796.0
hyundai eon era plus,2018,299000,33000,petrol,individual,manual,first owner,21.1,814.0
maruti alto 800 lxi,2015,250000,26500,petrol,individual,manual,first owner,22.74,796.0
hyundai santro xing gls,2011,140000,60000,petrol,individual,manual,fourth & above owner,17.92,1086.0
maruti swift dzire vdi,2013,360000,70000,diesel,individual,manual,third owner,23.4,1248.0
datsun go a,2015,210000,80000,petrol,individual,manual,first owner,20.63,1198.0
hyundai i20 1.4 sportz,2017,600000,60000,diesel,individual,manual,first owner,22.54,1396.0
skoda fabia 1.2l diesel ambiente,2011,210000,100000,diesel,individual,manual,first owner,19.5,1199.0
volkswagen vento diesel comfortline,2011,300000,80000,diesel,individual,manual,second owner,20.54,1598.0
hyundai grand i10 asta,2016,450000,35000,petrol,individual,manual,first owner,18.9,1197.0
ford endeavour 3.2 titanium at 4x4,2018,3200000,35000,diesel,individual,automatic,first owner,10.91,3198.0
hyundai grand i10 1.2 kappa sportz bsiv,2019,550000,10000,petrol,individual,manual,first owner,18.9,1197.0
tata indica vista aura 1.3 quadrajet (abs),2011,100000,80000,diesel,individual,manual,first owner,18.0,1248.0
hyundai eon era plus,2012,185000,50000,petrol,individual,manual,second owner,21.1,814.0
maruti wagon r lx bsiii,2006,80000,90000,petrol,individual,manual,second owner,17.3,1061.0
maruti alto 800 vxi,2017,295000,80000,petrol,individual,manual,first owner,24.7,796.0
renault kwid climber 1.0 mt,2017,360000,25000,petrol,individual,manual,first owner,23.01,999.0
maruti alto k10 2010-2014 vxi,2014,210000,70000,petrol,individual,manual,first owner,20.92,998.0
hyundai elite i20 petrol cvt magna executive,2019,585000,80000,petrol,individual,automatic,first owner,17.4,1197.0
volkswagen polo select 1.5 tdi highline,2016,560000,50000,diesel,individual,manual,first owner,20.14,1498.0
honda city i dtec s,2015,600000,70000,diesel,individual,manual,first owner,26.0,1498.0
datsun go t bsiv,2017,330000,60000,petrol,individual,manual,first owner,20.63,1198.0
hyundai verna vtvt 1.6 sx,2019,990000,15000,petrol,individual,manual,first owner,17.0,1591.0
toyota etios diesel trd sportivo,2012,300000,90000,diesel,individual,manual,first owner,23.59,1364.0
tata nexon 1.2 revotron xm,2018,650000,28000,petrol,individual,manual,first owner,17.0,1198.0
hyundai elite i20 sportz plus cvt bsiv,2019,695000,20000,petrol,individual,automatic,first owner,17.4,1197.0
hyundai grand i10 crdi magna,2014,300000,60000,diesel,individual,manual,first owner,24.0,1120.0
maruti alto 800 lxi,2015,270000,22000,petrol,individual,manual,first owner,22.74,796.0
tata new safari dicor 2.2 ex 4x2,2010,185000,70000,diesel,individual,manual,second owner,11.57,2179.0
chevrolet sail hatchback lt abs,2013,200000,80000,diesel,individual,manual,first owner,22.1,1248.0
maruti wagon r lxi cng optional,2019,459999,35000,cng,individual,manual,first owner,26.6,998.0
tata nexon 1.5 revotorq xz plus dual tone,2018,860000,60000,diesel,individual,manual,first owner,21.5,1497.0
tata tiago 1.2 revotron xe,2018,400000,20000,petrol,individual,manual,first owner,23.84,1199.0
maruti ritz vdi,2013,240000,142000,diesel,individual,manual,second owner,23.2,1248.0
maruti swift dzire zdi,2015,570000,72000,diesel,individual,manual,first owner,26.59,1248.0
ford ecosport 1.5 diesel titanium bsiv,2018,850000,90000,diesel,individual,manual,first owner,23.0,1498.0
ford figo diesel titanium,2011,155000,80000,diesel,individual,manual,third owner,20.0,1399.0
hyundai i20 1.4 crdi asta,2011,270000,125000,diesel,individual,manual,first owner,23.0,1396.0
maruti ciaz zxi plus,2015,610000,33000,petrol,individual,manual,first owner,20.73,1373.0
hyundai creta 1.6 crdi sx option,2015,1000000,50000,diesel,individual,manual,first owner,19.67,1582.0
mahindra scorpio lx,2012,450000,120000,diesel,individual,manual,second owner,12.05,2179.0
hyundai xcent 1.2 crdi e,2018,500000,35000,diesel,individual,manual,first owner,25.4,1186.0
honda amaze s diesel bsiv,2018,700000,43000,diesel,individual,manual,first owner,27.4,1498.0
maruti alto lxi,2007,135000,60000,petrol,individual,manual,first owner,19.7,796.0
mahindra scorpio lx,2012,430000,148000,diesel,individual,manual,second owner,12.05,2179.0
hyundai verna 1.6 sx crdi (o),2014,625000,70000,diesel,individual,manual,second owner,22.32,1582.0
nissan sunny xl,2011,280000,96000,petrol,individual,manual,first owner,16.95,1498.0
mahindra scorpio 1.99 s6 plus,2015,800000,70000,diesel,individual,manual,first owner,15.4,1997.0
maruti ritz vdi,2012,220000,70000,diesel,individual,manual,second owner,23.2,1248.0
maruti ignis 1.2 alpha bsiv,2017,620000,18484,petrol,individual,manual,first owner,20.89,1197.0
tata safari dicor 2.2 ex 4x2,2011,300000,70000,diesel,individual,manual,first owner,13.93,2179.0
maruti alto lx,2010,180000,25000,petrol,individual,manual,second owner,19.7,796.0
volkswagen polo diesel highline 1.2l,2013,250000,120000,diesel,individual,manual,third owner,22.07,1199.0
maruti swift dzire lxi,2017,480000,55000,petrol,individual,manual,first owner,20.85,1197.0
ford ecosport 1.5 petrol titanium bsiv,2019,885000,10000,petrol,individual,manual,second owner,17.0,1497.0
mahindra kuv 100 d75 k8,2020,550000,60000,diesel,individual,manual,first owner,25.32,1198.0
maruti swift dzire zdi plus,2018,800000,30000,diesel,individual,manual,first owner,28.4,1248.0
hyundai santro xing gls,2013,180000,65000,petrol,individual,manual,first owner,17.92,1086.0
maruti estilo lxi,2010,200000,27000,petrol,individual,manual,first owner,19.462816502829906,1430.789693178433
hyundai i20 sportz 1.4 crdi,2012,380000,50000,diesel,individual,manual,second owner,21.9,1396.0
tata tiago nrg petrol amt,2019,520000,2560,petrol,individual,automatic,first owner,24.0,1199.0
maruti alto lx,2004,90000,60000,petrol,individual,manual,first owner,19.7,796.0
maruti wagon r vxi bs iv,2016,330000,80000,petrol,individual,manual,second owner,20.51,998.0
maruti 800 dx,1999,40000,50000,petrol,individual,manual,second owner,16.1,796.0
chevrolet enjoy tcdi ls 8 seater,2015,370000,120000,diesel,individual,manual,first owner,18.2,1248.0
honda city v mt,2009,290000,120000,petrol,individual,manual,second owner,16.8,1497.0
hyundai eon magna plus,2013,215000,47000,petrol,individual,manual,second owner,21.1,814.0
tata hexa xt,2017,1282000,45000,diesel,individual,manual,first owner,17.6,2179.0
toyota innova 2.5 gx 8 str,2012,610000,90000,diesel,individual,manual,first owner,12.8,2494.0
hyundai i20 asta 1.4 crdi,2013,380000,110000,diesel,individual,manual,second owner,21.27,1396.0
mahindra scorpio 1.99 s10,2017,1250000,95000,diesel,individual,manual,first owner,15.4,1997.0
hyundai verna 1.6 crdi,2012,400000,103655,diesel,individual,manual,second owner,22.32,1582.0
hyundai i20 petrol cvt asta,2018,700000,25000,petrol,individual,automatic,second owner,17.4,1197.0
renault duster 110ps diesel rxz,2014,650000,80000,diesel,individual,manual,first owner,19.01,1461.0
tata nano twist xt,2014,95000,50000,petrol,individual,manual,second owner,25.4,624.0
mahindra xuv500 w10 2wd,2015,1147000,56975,diesel,individual,manual,first owner,16.0,2179.0
hyundai santro xing gl,2010,150000,110000,petrol,individual,manual,first owner,0.0,1086.0
maruti alto lx bsiii,2008,120000,80000,petrol,individual,manual,third owner,19.7,796.0
hyundai santro at cng,2003,130000,74770,cng,individual,manual,third owner,19.462816502829906,1430.789693178433
ford fiesta exi 1.4 tdci ltd,2010,180000,187000,diesel,dealer,manual,second owner,17.8,1399.0
ford fiesta classic 1.4 duratorq lxi,2013,325000,69000,diesel,dealer,manual,first owner,18.6,1388.0
ford ecosport 1.5 tdci titanium bsiv,2015,550000,206000,diesel,dealer,manual,first owner,22.77,1498.0
ford ecosport 1.5 tdci signature bsiv,2018,950000,27000,diesel,dealer,manual,first owner,22.77,1498.0
ford ecosport 1.5 dv5 mt titanium optional,2014,500000,132000,diesel,dealer,manual,second owner,22.7,1498.0
ford aspire titanium diesel bsiv,2017,725000,75000,diesel,dealer,manual,first owner,26.1,1498.0
